SampleID	Sex	ID	Population	Sub-population	Cohort
HG01893	female	SAME123027	AMR	NA	1000 Genomes Project
HG01781	male	SAME124921	EUR	NA	1000 Genomes Project
HG01785	male	SAME1839313	EUR	NA	1000 Genomes Project
HG01680	male	SAME124656	EUR	NA	1000 Genomes Project
HG01890	male	SAME123028	AFR	NA	1000 Genomes Project
HG01797	female	SAME124219	EAS	NA	1000 Genomes Project
HG01685	female	SAME124659	EUR	NA	1000 Genomes Project
HG01773	female	SAME124635	EUR	NA	1000 Genomes Project
HG01697	female	SAME1839223	EUR	NA	1000 Genomes Project
HG01927	female	SAME123784	AMR	NA	1000 Genomes Project
HG01762	female	SAME124811	EUR	NA	1000 Genomes Project
HG01767	male	SAME1839671	EUR	NA	1000 Genomes Project
HG01915	female	SAME1839757	AFR	NA	1000 Genomes Project
HG01812	female	SAME124517	EAS	NA	1000 Genomes Project
HG01700	male	SAME123261	EUR	NA	1000 Genomes Project
HG01799	female	SAME124227	EAS	NA	1000 Genomes Project
HG01817	female	SAME124522	EAS	NA	1000 Genomes Project
HG01705	male	SAME123266	EUR	NA	1000 Genomes Project
HG01802	female	SAME124307	EAS	NA	1000 Genomes Project
HG01843	female	SAME123553	EAS	NA	1000 Genomes Project
HG01798	female	SAME124228	EAS	NA	1000 Genomes Project
HG01807	female	SAME124303	EAS	NA	1000 Genomes Project
HG01761	male	SAME124810	EUR	NA	1000 Genomes Project
HG01801	female	SAME124305	EAS	NA	1000 Genomes Project
HG01857	female	SAME123748	EAS	NA	1000 Genomes Project
HG01766	female	SAME1839673	EUR	NA	1000 Genomes Project
HG01806	female	SAME124304	EAS	NA	1000 Genomes Project
HG01864	male	SAME123197	EAS	NA	1000 Genomes Project
HG01848	female	SAME123548	EAS	NA	1000 Genomes Project
HG01813	female	SAME124518	EAS	NA	1000 Genomes Project
HG01845	female	SAME123555	EAS	NA	1000 Genomes Project
HG01850	female	SAME123752	EAS	NA	1000 Genomes Project
HG01844	male	SAME123556	EAS	NA	1000 Genomes Project
HG01852	male	SAME123750	EAS	NA	1000 Genomes Project
HG01855	female	SAME123749	EAS	NA	1000 Genomes Project
HG01849	male	SAME125110	EAS	NA	1000 Genomes Project
HG01869	female	SAME123192	EAS	NA	1000 Genomes Project
HG01862	female	SAME123199	EAS	NA	1000 Genomes Project
HG01851	female	SAME123753	EAS	NA	1000 Genomes Project
HG01871	female	SAME123398	EAS	NA	1000 Genomes Project
HG01867	male	SAME123194	EAS	NA	1000 Genomes Project
HG01786	female	SAME1839312	EUR	NA	1000 Genomes Project
HG01840	male	SAME123552	EAS	NA	1000 Genomes Project
HG01800	female	SAME124306	EAS	NA	1000 Genomes Project
HG01805	female	SAME124301	EAS	NA	1000 Genomes Project
HG01989	female	SAME1840166	AFR	NA	1000 Genomes Project
HG01956	female	SAME123978	AFR	NA	1000 Genomes Project
HG01914	male	SAME1839768	AFR	NA	1000 Genomes Project
HG01991	male	SAME124743	AMR	NA	1000 Genomes Project
HG01968	female	SAME124532	AMR	NA	1000 Genomes Project
HG02014	male	SAME123448	AFR	NA	1000 Genomes Project
HG01970	male	SAME124327	AMR	NA	1000 Genomes Project
HG01921	female	SAME123790	AMR	NA	1000 Genomes Project
HG02019	female	SAME123450	EAS	NA	1000 Genomes Project
HG01870	female	SAME123397	EAS	NA	1000 Genomes Project
HG01918	female	SAME123240	AMR	NA	1000 Genomes Project
HG01882	male	SAME122849	AFR	NA	1000 Genomes Project
HG01958	female	SAME1839349	AFR	NA	1000 Genomes Project
HG01920	male	SAME123789	AMR	NA	1000 Genomes Project
HG02017	male	SAME123445	EAS	NA	1000 Genomes Project
HG01971	female	SAME124326	AMR	NA	1000 Genomes Project
HG01965	female	SAME1839145	AMR	NA	1000 Genomes Project
HG01945	female	SAME124153	AMR	NA	1000 Genomes Project
HG01939	female	SAME123592	AMR	NA	1000 Genomes Project
HG01944	male	SAME124152	AMR	NA	1000 Genomes Project
HG01938	male	SAME123593	AMR	NA	1000 Genomes Project
HG01941	male	SAME124149	AMR	NA	1000 Genomes Project
HG02052	female	SAME1839545	AFR	NA	1000 Genomes Project
HG01951	female	SAME123976	AMR	NA	1000 Genomes Project
HG01976	female	SAME124325	AMR	NA	1000 Genomes Project
HG02057	female	SAME124146	EAS	NA	1000 Genomes Project
HG01983	female	SAME1840106	AMR	NA	1000 Genomes Project
HG02026	male	SAME125315	EAS	NA	1000 Genomes Project
HG01982	male	SAME1840111	AMR	NA	1000 Genomes Project
HG01926	male	SAME123783	AMR	NA	1000 Genomes Project
HG02040	male	SAME1839803	EAS	NA	1000 Genomes Project
HG01933	female	SAME123586	AMR	NA	1000 Genomes Project
HG01932	male	SAME123587	AMR	NA	1000 Genomes Project
HG01977	male	SAME124324	AMR	NA	1000 Genomes Project
HG02012	female	SAME1840403	AFR	NA	1000 Genomes Project
HG01894	female	SAME1840357	AFR	NA	1000 Genomes Project
HG01863	female	SAME123198	EAS	NA	1000 Genomes Project
HG01953	male	SAME123974	AMR	NA	1000 Genomes Project
HG02113	female	SAME124044	EAS	NA	1000 Genomes Project
HG01868	female	SAME123193	EAS	NA	1000 Genomes Project
HG02002	male	SAME123618	AMR	NA	1000 Genomes Project
HG02049	female	SAME123773	EAS	NA	1000 Genomes Project
HG02088	male	SAME124820	EAS	NA	1000 Genomes Project
HG02051	male	SAME1839549	AFR	NA	1000 Genomes Project
HG02090	male	SAME124651	AMR	NA	1000 Genomes Project
HG02079	male	SAME123098	EAS	NA	1000 Genomes Project
HG02108	female	SAME1840201	AFR	NA	1000 Genomes Project
HG02086	female	SAME124675	EAS	NA	1000 Genomes Project
HG02020	male	SAME125168	EAS	NA	1000 Genomes Project
HG02122	male	SAME123478	EAS	NA	1000 Genomes Project
HG02029	male	SAME124021	EAS	NA	1000 Genomes Project
HG02025	female	SAME125335	EAS	NA	1000 Genomes Project
HG02127	female	SAME123476	EAS	NA	1000 Genomes Project
HG02031	female	SAME1839964	EAS	NA	1000 Genomes Project
HG01988	male	SAME1840175	AFR	NA	1000 Genomes Project
HG02146	male	SAME1839613	AMR	NA	1000 Genomes Project
HG02048	female	SAME123772	EAS	NA	1000 Genomes Project
HG01990	male	SAME1840235	AFR	NA	1000 Genomes Project
HG02153	female	SAME124791	EAS	NA	1000 Genomes Project
HG02137	male	SAME1839862	EAS	NA	1000 Genomes Project
HG02064	male	SAME1839658	EAS	NA	1000 Genomes Project
HG02144	female	SAME1839624	AFR	NA	1000 Genomes Project
HG02069	female	SAME123375	EAS	NA	1000 Genomes Project
HG02050	male	SAME1839555	EAS	NA	1000 Genomes Project
HG02070	male	SAME124908	EAS	NA	1000 Genomes Project
HG02075	female	SAME123106	EAS	NA	1000 Genomes Project
HG02134	male	SAME1839875	EAS	NA	1000 Genomes Project
HG02067	male	SAME1839388	EAS	NA	1000 Genomes Project
HG02006	female	SAME1840279	AMR	NA	1000 Genomes Project
HG02139	female	SAME123660	EAS	NA	1000 Genomes Project
HG02013	male	SAME1840396	AFR	NA	1000 Genomes Project
HG02141	male	SAME124611	EAS	NA	1000 Genomes Project
HG02151	female	SAME1839403	EAS	NA	1000 Genomes Project
HG02121	female	SAME123479	EAS	NA	1000 Genomes Project
HG02156	female	SAME124793	EAS	NA	1000 Genomes Project
HG02223	female	SAME1839584	EUR	NA	1000 Genomes Project
HG02082	male	SAME124950	EAS	NA	1000 Genomes Project
HG02076	male	SAME124913	EAS	NA	1000 Genomes Project
HG02087	female	SAME124678	EAS	NA	1000 Genomes Project
HG02102	female	SAME1840155	AMR	NA	1000 Genomes Project
HG02165	female	SAME124208	EAS	NA	1000 Genomes Project
HG02334	male	SAME1839307	AFR	NA	1000 Genomes Project
HG02107	male	SAME1840206	AFR	NA	1000 Genomes Project
HG02184	female	SAME123216	EAS	NA	1000 Genomes Project
HG02339	female	SAME1839288	AFR	NA	1000 Genomes Project
HG02032	male	SAME1839959	EAS	NA	1000 Genomes Project
HG02278	female	SAME1840367	AMR	NA	1000 Genomes Project
HG02353	male	SAME1840276	EAS	NA	1000 Genomes Project
HG02253	male	SAME1839347	AMR	NA	1000 Genomes Project
HG02285	male	SAME122914	AMR	NA	1000 Genomes Project
HG02308	female	SAME1839529	AFR	NA	1000 Genomes Project
HG02260	female	SAME1839139	AMR	NA	1000 Genomes Project
HG02233	male	SAME1839370	EUR	NA	1000 Genomes Project
HG02265	male	SAME1839117	AMR	NA	1000 Genomes Project
HG02266	female	SAME1839110	AMR	NA	1000 Genomes Project
HG02238	male	SAME1839423	EUR	NA	1000 Genomes Project
HG02272	female	SAME1840314	AMR	NA	1000 Genomes Project
HG02277	male	SAME1840370	AMR	NA	1000 Genomes Project
HG02374	male	SAME1840247	EAS	NA	1000 Genomes Project
HG02252	female	SAME1839354	AMR	NA	1000 Genomes Project
HG02215	female	SAME123904	EUR	NA	1000 Genomes Project
HG02379	male	SAME1840217	EAS	NA	1000 Genomes Project
HG02271	male	SAME1840319	AMR	NA	1000 Genomes Project
HG02312	female	SAME1839684	AMR	NA	1000 Genomes Project
HG02152	female	SAME124790	EAS	NA	1000 Genomes Project
HG02317	male	SAME1839656	AFR	NA	1000 Genomes Project
HG02315	female	SAME1839666	AFR	NA	1000 Genomes Project
HG02284	male	SAME1840168	AFR	NA	1000 Genomes Project
HG02292	female	SAME1839943	AMR	NA	1000 Genomes Project
HG02322	female	SAME1839444	AFR	NA	1000 Genomes Project
HG02291	male	SAME1839948	AMR	NA	1000 Genomes Project
HG02219	male	SAME1839813	EUR	NA	1000 Genomes Project
HG02133	female	SAME1839882	EAS	NA	1000 Genomes Project
HG02221	male	SAME123716	EUR	NA	1000 Genomes Project
HG02138	male	SAME123659	EAS	NA	1000 Genomes Project
HG02259	male	SAME1839319	AMR	NA	1000 Genomes Project
HG02283	male	SAME1840173	AFR	NA	1000 Genomes Project
HG02140	female	SAME124612	EAS	NA	1000 Genomes Project
HG02230	female	SAME1839383	EUR	NA	1000 Genomes Project
HG02235	female	SAME123521	EUR	NA	1000 Genomes Project
HG02182	female	SAME125035	EAS	NA	1000 Genomes Project
HG02239	female	SAME1839420	EUR	NA	1000 Genomes Project
HG02343	male	SAME1839091	AFR	NA	1000 Genomes Project
HG02187	female	SAME125038	EAS	NA	1000 Genomes Project
HG02164	female	SAME124209	EAS	NA	1000 Genomes Project
HG02348	female	SAME1839063	AMR	NA	1000 Genomes Project
HG02355	male	SAME1840269	EAS	NA	1000 Genomes Project
HG02497	female	SAME1839682	AFR	NA	1000 Genomes Project
HG02367	male	SAME1840113	EAS	NA	1000 Genomes Project
HG02505	female	SAME1839351	AFR	NA	1000 Genomes Project
HG02188	female	SAME122829	EAS	NA	1000 Genomes Project
HG02494	female	SAME1839698	SAS	NA	1000 Genomes Project
HG02512	male	SAME1839146	EAS	NA	1000 Genomes Project
HG02190	female	SAME125259	EAS	NA	1000 Genomes Project
HG02502	female	SAME1839272	AFR	NA	1000 Genomes Project
HG02429	male	SAME1839021	AFR	NA	1000 Genomes Project
HG02360	male	SAME1840391	EAS	NA	1000 Genomes Project
HG02450	female	SAME1840144	AFR	NA	1000 Genomes Project
HG02470	male	SAME1839744	AFR	NA	1000 Genomes Project
HG02455	male	SAME1840198	AFR	NA	1000 Genomes Project
HG02420	male	SAME1839320	AFR	NA	1000 Genomes Project
HG02425	female	SAME1839043	AMR	NA	1000 Genomes Project
HG02485	female	SAME1839564	AFR	NA	1000 Genomes Project
HG02323	male	SAME1839440	AFR	NA	1000 Genomes Project
HG02449	male	SAME1840404	AFR	NA	1000 Genomes Project
HG02330	male	SAME1839237	AFR	NA	1000 Genomes Project
HG02536	male	SAME1840172	AFR	NA	1000 Genomes Project
HG02304	male	SAME1839548	AMR	NA	1000 Genomes Project
HG02521	male	SAME1840327	EAS	NA	1000 Genomes Project
HG02309	female	SAME1839525	AFR	NA	1000 Genomes Project
HG02384	male	SAME1840011	EAS	NA	1000 Genomes Project
HG02462	female	SAME1839991	AFR	NA	1000 Genomes Project
HG02583	female	SAME1839429	AFR	NA	1000 Genomes Project
HG02373	male	SAME124104	EAS	NA	1000 Genomes Project
HG02588	male	SAME1839404	AFR	NA	1000 Genomes Project
HG02442	male	SAME1840352	AFR	NA	1000 Genomes Project
HG02380	male	SAME1840045	EAS	NA	1000 Genomes Project
HG02461	male	SAME1839993	AFR	NA	1000 Genomes Project
HG02385	male	SAME1840006	EAS	NA	1000 Genomes Project
HG02392	male	SAME1839776	EAS	NA	1000 Genomes Project
HG02571	female	SAME1839577	AFR	NA	1000 Genomes Project
HG02389	male	SAME1840085	EAS	NA	1000 Genomes Project
HG02397	male	SAME123308	EAS	NA	1000 Genomes Project
HG02545	male	SAME1839939	AFR	NA	1000 Genomes Project
HG02391	male	SAME1839784	EAS	NA	1000 Genomes Project
HG02557	male	SAME1840061	AFR	NA	1000 Genomes Project
HG02396	male	SAME125357	EAS	NA	1000 Genomes Project
HG02398	male	SAME1839845	EAS	NA	1000 Genomes Project
HG02409	male	SAME1839457	EAS	NA	1000 Genomes Project
HG02568	female	SAME1839899	AFR	NA	1000 Genomes Project
HG02401	male	SAME1839415	EAS	NA	1000 Genomes Project
HG02570	male	SAME1839582	AFR	NA	1000 Genomes Project
HG02406	male	SAME1839394	EAS	NA	1000 Genomes Project
HG02574	female	SAME1839652	AFR	NA	1000 Genomes Project
HG02386	male	SAME1840001	EAS	NA	1000 Genomes Project
HG02675	male	SAME1839495	AFR	NA	1000 Genomes Project
HG02582	male	SAME1839431	AFR	NA	1000 Genomes Project
HG02684	male	SAME1839292	SAS	NA	1000 Genomes Project
HG02682	female	SAME1839300	SAS	NA	1000 Genomes Project
HG02513	female	SAME1839138	EAS	NA	1000 Genomes Project
HG02649	female	SAME1839852	SAS	NA	1000 Genomes Project
HG02691	female	SAME1839084	SAS	NA	1000 Genomes Project
HG02651	male	SAME1839544	SAS	NA	1000 Genomes Project
HG02537	female	SAME1840165	AFR	NA	1000 Genomes Project
HG02696	male	SAME1839149	SAS	NA	1000 Genomes Project
HG02479	female	SAME1839798	AFR	NA	1000 Genomes Project
HG02595	female	SAME1839204	AFR	NA	1000 Genomes Project
HG02613	male	SAME1840390	AFR	NA	1000 Genomes Project
HG02481	male	SAME1839870	AFR	NA	1000 Genomes Project
HG02603	male	SAME1840287	SAS	NA	1000 Genomes Project
HG02620	male	SAME1840191	AFR	NA	1000 Genomes Project
HG02610	male	SAME1840405	AFR	NA	1000 Genomes Project
HG02493	male	SAME1839704	SAS	NA	1000 Genomes Project
HG02555	female	SAME1840070	AFR	NA	1000 Genomes Project
HG02501	male	SAME1839281	AFR	NA	1000 Genomes Project
HG02562	female	SAME1839832	AFR	NA	1000 Genomes Project
HG02549	female	SAME1839917	AFR	NA	1000 Genomes Project
HG02646	female	SAME1839770	AFR	NA	1000 Genomes Project
HG02601	female	SAME1840293	SAS	NA	1000 Genomes Project
HG02586	female	SAME1839414	AFR	NA	1000 Genomes Project
HG02614	female	SAME1840385	AFR	NA	1000 Genomes Project
HG02658	female	SAME1839597	SAS	NA	1000 Genomes Project
HG02621	female	SAME1840187	AFR	NA	1000 Genomes Project
HG02660	male	SAME1839672	SAS	NA	1000 Genomes Project
HG02716	female	SAME1839981	AFR	NA	1000 Genomes Project
HG02594	male	SAME1839208	AFR	NA	1000 Genomes Project
HG02783	male	SAME1839162	SAS	NA	1000 Genomes Project
HG02634	male	SAME1840031	AFR	NA	1000 Genomes Project
HG02790	female	SAME1840345	SAS	NA	1000 Genomes Project
HG02645	male	SAME1839774	AFR	NA	1000 Genomes Project
HG02733	male	SAME1839874	SAS	NA	1000 Genomes Project
HG02722	female	SAME1839747	AFR	NA	1000 Genomes Project
HG02727	male	SAME1839727	SAS	NA	1000 Genomes Project
HG02778	female	SAME1839100	SAS	NA	1000 Genomes Project
HG02757	female	SAME1839451	AFR	NA	1000 Genomes Project
HG02734	female	SAME1839869	SAS	NA	1000 Genomes Project
HG02780	male	SAME1839169	SAS	NA	1000 Genomes Project
HG02721	male	SAME1839749	AFR	NA	1000 Genomes Project
HG02676	female	SAME1839491	AFR	NA	1000 Genomes Project
HG02817	female	SAME1839819	AFR	NA	1000 Genomes Project
HG02836	male	SAME1839428	AFR	NA	1000 Genomes Project
HG02769	female	SAME1839231	AFR	NA	1000 Genomes Project
HG02652	female	SAME1839541	SAS	NA	1000 Genomes Project
HG02771	male	SAME1839045	AFR	NA	1000 Genomes Project
HG02657	male	SAME1839600	SAS	NA	1000 Genomes Project
HG02879	female	SAME1840355	AFR	NA	1000 Genomes Project
HG02699	male	SAME1839129	SAS	NA	1000 Genomes Project
HG02789	male	SAME1840280	SAS	NA	1000 Genomes Project
HG02881	male	SAME1840178	AFR	NA	1000 Genomes Project
HG02702	male	SAME1840149	AFR	NA	1000 Genomes Project
HG02728	female	SAME1839722	SAS	NA	1000 Genomes Project
HG02687	male	SAME1839270	SAS	NA	1000 Genomes Project
HG02760	female	SAME1839267	AFR	NA	1000 Genomes Project
HG02694	female	SAME1839065	SAS	NA	1000 Genomes Project
HG02772	female	SAME1839039	AFR	NA	1000 Genomes Project
HG02703	female	SAME1840142	AFR	NA	1000 Genomes Project
HG02792	male	SAME1840416	SAS	NA	1000 Genomes Project
HG02810	male	SAME1839854	AFR	NA	1000 Genomes Project
HG02715	male	SAME1839987	AFR	NA	1000 Genomes Project
HG02688	female	SAME1839358	SAS	NA	1000 Genomes Project
HG02805	female	SAME1840081	AFR	NA	1000 Genomes Project
HG02839	male	SAME1839413	AFR	NA	1000 Genomes Project
HG02690	male	SAME1839088	SAS	NA	1000 Genomes Project
HG02759	male	SAME1839445	AFR	NA	1000 Genomes Project
HG03022	female	SAME1839795	SAS	NA	1000 Genomes Project
HG02784	female	SAME1839157	SAS	NA	1000 Genomes Project
HG03027	male	SAME1839725	AFR	NA	1000 Genomes Project
HG02855	female	SAME1839330	AFR	NA	1000 Genomes Project
HG02943	female	SAME1839085	AFR	NA	1000 Genomes Project
HG03039	male	SAME1839593	AFR	NA	1000 Genomes Project
HG02804	male	SAME1840084	AFR	NA	1000 Genomes Project
HG02982	male	SAME1840015	AFR	NA	1000 Genomes Project
HG03012	male	SAME1839924	SAS	NA	1000 Genomes Project
HG02891	female	SAME1839938	AFR	NA	1000 Genomes Project
HG02811	female	SAME1839849	AFR	NA	1000 Genomes Project
HG02896	female	SAME1839916	AFR	NA	1000 Genomes Project
HG02878	male	SAME1840363	AFR	NA	1000 Genomes Project
HG03048	male	SAME1839647	AFR	NA	1000 Genomes Project
HG02885	female	SAME1840157	AFR	NA	1000 Genomes Project
HG03055	female	SAME1839514	AFR	NA	1000 Genomes Project
HG02860	male	SAME1839132	AFR	NA	1000 Genomes Project
HG02974	female	SAME1840241	AFR	NA	1000 Genomes Project
HG03074	male	SAME1839029	AFR	NA	1000 Genomes Project
HG02923	male	SAME1839436	AFR	NA	1000 Genomes Project
HG02979	female	SAME1840209	AFR	NA	1000 Genomes Project
HG03079	female	SAME1839051	AFR	NA	1000 Genomes Project
HG02981	male	SAME1840024	AFR	NA	1000 Genomes Project
HG03081	male	SAME1840310	AFR	NA	1000 Genomes Project
HG02947	male	SAME1839061	AFR	NA	1000 Genomes Project
HG02854	male	SAME1839336	AFR	NA	1000 Genomes Project
HG03086	female	SAME1840331	AFR	NA	1000 Genomes Project
HG02973	male	SAME1840246	AFR	NA	1000 Genomes Project
HG02861	female	SAME1839125	AFR	NA	1000 Genomes Project
HG03024	male	SAME1839799	AFR	NA	1000 Genomes Project
HG03009	male	SAME1840256	SAS	NA	1000 Genomes Project
HG03016	female	SAME1839952	SAS	NA	1000 Genomes Project
HG02970	female	SAME1840260	AFR	NA	1000 Genomes Project
HG02816	male	SAME1839822	AFR	NA	1000 Genomes Project
HG03046	female	SAME1839639	AFR	NA	1000 Genomes Project
HG02968	male	SAME1840108	AFR	NA	1000 Genomes Project
HG02944	male	SAME1839082	AFR	NA	1000 Genomes Project
HG03015	male	SAME1839940	SAS	NA	1000 Genomes Project
HG02884	male	SAME1840161	AFR	NA	1000 Genomes Project
HG03097	female	SAME1840130	AFR	NA	1000 Genomes Project
HG03100	male	SAME1840003	AFR	NA	1000 Genomes Project
HG03105	female	SAME1840041	AFR	NA	1000 Genomes Project
HG03238	female	SAME1839289	SAS	NA	1000 Genomes Project
HG03078	male	SAME1839047	AFR	NA	1000 Genomes Project
HG03240	male	SAME1839050	AFR	NA	1000 Genomes Project
HG03058	female	SAME1839442	AFR	NA	1000 Genomes Project
HG03118	male	SAME1839830	AFR	NA	1000 Genomes Project
HG03060	male	SAME1839211	AFR	NA	1000 Genomes Project
HG03085	female	SAME1840328	AFR	NA	1000 Genomes Project
HG03120	male	SAME1839557	AFR	NA	1000 Genomes Project
HG03123	female	SAME1839663	AFR	NA	1000 Genomes Project
HG03028	female	SAME1839729	AFR	NA	1000 Genomes Project
HG03130	male	SAME1839365	AFR	NA	1000 Genomes Project
HG03175	male	SAME1840407	AFR	NA	1000 Genomes Project
HG03109	male	SAME1839765	AFR	NA	1000 Genomes Project
HG03054	male	SAME1839507	AFR	NA	1000 Genomes Project
HG03111	female	SAME1839884	AFR	NA	1000 Genomes Project
HG03199	male	SAME1839937	AFR	NA	1000 Genomes Project
HG03061	female	SAME1839215	AFR	NA	1000 Genomes Project
HG03202	male	SAME1839602	AFR	NA	1000 Genomes Project
HG03112	male	SAME1839893	AFR	NA	1000 Genomes Project
HG03295	male	SAME1839881	AFR	NA	1000 Genomes Project
HG03072	male	SAME1839016	AFR	NA	1000 Genomes Project
HG03117	female	SAME1839821	AFR	NA	1000 Genomes Project
HG03303	female	SAME1839485	AFR	NA	1000 Genomes Project
HG03077	male	SAME1839044	AFR	NA	1000 Genomes Project
HG03124	male	SAME1839669	AFR	NA	1000 Genomes Project
HG03163	male	SAME1839118	AFR	NA	1000 Genomes Project
HG03096	male	SAME1840126	AFR	NA	1000 Genomes Project
HG03129	female	SAME1839699	AFR	NA	1000 Genomes Project
HG03168	female	SAME1839143	AFR	NA	1000 Genomes Project
HG03066	male	SAME1839324	AFR	NA	1000 Genomes Project
HG03135	female	SAME1839385	AFR	NA	1000 Genomes Project
HG03073	female	SAME1839019	AFR	NA	1000 Genomes Project
HG03271	male	SAME1840195	AFR	NA	1000 Genomes Project
HG03159	female	SAME1839092	AFR	NA	1000 Genomes Project
HG03132	female	SAME1839373	AFR	NA	1000 Genomes Project
HG03136	male	SAME1839387	AFR	NA	1000 Genomes Project
HG03166	male	SAME1839127	AFR	NA	1000 Genomes Project
HG03084	male	SAME1840324	AFR	NA	1000 Genomes Project
HG03478	male	SAME1839618	AFR	NA	1000 Genomes Project
HG03091	female	SAME1840360	AFR	NA	1000 Genomes Project
HG03268	male	SAME1840093	AFR	NA	1000 Genomes Project
HG03485	female	SAME1839469	AFR	NA	1000 Genomes Project
HG03198	female	SAME1839933	AFR	NA	1000 Genomes Project
HG03225	male	SAME1839460	AFR	NA	1000 Genomes Project
HG03212	female	SAME1839399	AFR	NA	1000 Genomes Project
HG03270	female	SAME1840194	AFR	NA	1000 Genomes Project
HG03224	male	SAME1839455	AFR	NA	1000 Genomes Project
HG03294	female	SAME1839877	AFR	NA	1000 Genomes Project
